"chrom","window","MDS1","MDS2"
"NW_022145594.1",1,-0.012342186078831,-0.000864759799897602
"NW_022145594.1",2,0.0107460443777349,0.0222822782727509
"NW_022145594.1",3,0.0101378064398698,-0.00554611214956348
"NW_022145594.1",4,-0.0114235391863863,-0.00471689001052811
"NW_022145594.1",5,0.00645389693614614,-0.0127521034682897
"NW_022145594.1",6,-0.0188646907834856,-0.0077694702011567
"NW_022145594.1",7,-0.0303737260595183,0.0284234625867171
"NW_022145594.1",8,0.00562078389639275,0.0134718642382413
"NW_022145594.1",9,-0.00788449261523499,-0.00309226031491287
"NW_022145594.1",10,0.00736072731085824,-0.0041074339897514
"NW_022145594.1",11,-0.0068891046476398,-0.0204845955709423
"NW_022145594.1",12,0.0135053613483019,0.00192286597368194
"NW_022145594.1",13,0.0106551237133258,-0.0152025470973338
"NW_022145594.1",14,0.0145913736077317,0.00888615999606789
"NW_022145594.1",15,0.0156476872687409,0.0130625356094948
"NW_022145594.1",16,0.0123046652644272,-0.009640348742166
"NW_022145594.1",17,-0.0160825767366792,-0.00678188339065077
"NW_022145594.1",18,0.0113447284865495,0.00628859864361641
"NW_022145594.1",19,0.00632045865505578,-0.0148716457014622
"NW_022145594.1",20,-0.00823034087535514,0.0065709588745313
"NW_022145594.1",21,-3.0316218799106e-05,0.00300376575554739
"NW_022145594.1",22,0.00666893448524277,-0.00679801853560821
"NW_022145594.1",23,0.00782617797776153,-0.00142335487607069
"NW_022145594.1",24,0.00926509504014093,-0.0041868775102377
"NW_022145594.1",25,-0.010599308830674,0.00284054693715203
"NW_022145594.1",26,0.00984378628202151,0.0219932604476401
"NW_022145594.1",27,-0.00285206719518118,-0.0107750095695069
"NW_022145594.1",28,-0.0104139719337153,-0.0181816758793233
"NW_022145594.1",29,-0.00114545471938397,-0.00476435636266103
"NW_022145594.1",30,0.00534749833342048,0.00772599207985013
"NW_022145594.1",31,-0.207565723476062,-0.004025807569828
"NW_022145594.1",32,-0.689951534550711,0.0107194894575288
"NW_022145594.1",33,-0.837294981065278,0.00758404076012577
"NW_022145594.1",34,-0.852339389644695,0.00499103411660711
"NW_022145594.1",35,0.0109723233288594,-0.0138342810547054
"NW_022145594.1",36,0.0172234648053174,-0.00380762329182587
"NW_022145594.1",37,-0.0250387636860432,-0.0170482427396401
"NW_022145594.1",38,0.00991609069329535,-0.0154702801198003
"NW_022145594.1",39,0.00156443285008572,-0.00163901693664614
"NW_022145594.1",40,0.00281905229825442,0.000779488991272769
"NW_022145595.1",1,-0.0377988185857999,-0.0161048203227797
"NW_022145595.1",2,-0.00644504112641823,-0.0183818490050477
"NW_022145595.1",3,-0.00308164805371485,-0.00677941800330309
"NW_022145595.1",4,0.00664201488907476,0.0170021952861153
"NW_022145595.1",5,-0.00965443448819143,-0.00572426846410162
"NW_022145595.1",6,0.00874586680330435,-0.00742235448278854
"NW_022145595.1",7,0.00773426661500728,-0.0195782555747089
"NW_022145595.1",8,0.0123630714282312,-0.00843098551350116
"NW_022145595.1",9,-0.0247963852322452,-0.00369847497953106
"NW_022145595.1",10,0.00318053921428822,-0.00840142187445233
"NW_022145595.1",11,-0.0358608834921001,-0.0141453871999331
"NW_022145595.1",12,0.00124374584716253,-0.00295220445527993
"NW_022145595.1",13,0.0118278463333349,-0.0160153991847709
"NW_022145595.1",14,0.00943397625687136,-0.0169286632313373
"NW_022145595.1",15,0.00639890418710766,-0.0026829865698949
"NW_022145595.1",16,0.0150741690001988,0.032598024814653
"NW_022145595.1",17,0.00464012925098396,-0.0077755079466478
"NW_022145595.1",18,0.000476956433847633,0.0136896878635327
"NW_022145595.1",19,-0.0300773652665642,-0.0154270588574215
"NW_022145595.1",20,0.00617364805793878,0.000442267445463608
"NW_022145595.1",21,0.0035296700083636,0.0011076985040004
"NW_022145595.1",22,0.0118678041248555,0.00214581346051148
"NW_022145595.1",23,0.00971408131433971,-0.00809467529737103
"NW_022145595.1",24,-0.00814222575300138,-0.00181641234942826
"NW_022145595.1",25,-0.00180702210728601,-0.00277737225186378
"NW_022145595.1",26,-0.0352794402260759,-0.00295092845509455
"NW_022145595.1",27,0.0088942601960814,0.00415883673605827
"NW_022145595.1",28,0.000661684230867873,-0.0127510358162343
"NW_022145595.1",29,-0.0115611909032828,-0.000694171291775601
"NW_022145595.1",30,0.0139758230375233,0.0272637207503667
"NW_022145595.1",31,0.00174075134777256,-0.00740826914208303
"NW_022145595.1",32,0.0118542948150254,-0.00728974395906568
"NW_022145595.1",33,0.00305878692652336,-0.000987596595445213
"NW_022145595.1",34,0.00803374512145032,-0.00351410468782095
"NW_022145595.1",35,-0.0046148148716284,0.0138305792331266
"NW_022145595.1",36,0.00293388331030476,0.0151135884920964
"NW_022145595.1",37,-0.00400442305597068,0.0346427250585981
"NW_022145595.1",38,0.0107765593766385,-0.00351987008605582
"NW_022145595.1",39,0.00685545664795683,-0.0124376777388376
"NW_022145595.1",40,0.00345428826686238,-0.00554361978708098
"NW_022145596.1",1,0.010713704822518,-0.00524702158297614
"NW_022145596.1",2,0.00721547826427467,-0.0127042279576048
"NW_022145596.1",3,0.0105629549854731,-0.0108820884800712
"NW_022145596.1",4,0.00506944783558801,-0.013004994182156
"NW_022145596.1",5,0.011691058413821,-0.0140561077929257
"NW_022145596.1",6,-0.0067638822793914,0.0347746817260952
"NW_022145596.1",7,0.00353073940107847,-0.00566241099392529
"NW_022145596.1",8,0.0109774976469921,0.0248850028002556
"NW_022145596.1",9,0.0121875705824474,-0.00360588892112507
"NW_022145596.1",10,0.0137684389873758,0.0341266027681192
"NW_022145596.1",11,0.00813525384082743,0.0575092704169062
"NW_022145596.1",12,0.00907170395188848,0.0229192738423841
"NW_022145596.1",13,0.00637701003155626,-0.00651412994335496
"NW_022145596.1",14,0.00576327137179252,0.0362150391194939
"NW_022145596.1",15,0.0113658831687476,-0.00755911344219459
"NW_022145596.1",16,0.0113953468549858,-0.0132451015279206
"NW_022145596.1",17,-0.00508028034638711,0.00109961515089004
"NW_022145596.1",18,-0.0101918691577299,-0.00216583632740005
"NW_022145596.1",19,0.00828228923328636,-0.0139607161605583
"NW_022145596.1",20,0.00884396937275452,-0.0235050100900825
"NW_022145596.1",21,0.00259842662629336,-0.000100395008467263
"NW_022145596.1",22,0.0107939031451111,0.0127337827662796
"NW_022145596.1",23,0.0113121841830313,-0.00442360290296385
"NW_022145596.1",24,0.00932137044730934,-0.00935407945332857
"NW_022145596.1",25,0.0110147183185836,-0.00976573691527237
"NW_022145596.1",26,0.00531186578464555,-0.0147867555151973
"NW_022145596.1",27,0.0119807136745539,-0.0127972009914335
"NW_022145596.1",28,-0.0108658942001234,-0.0172269907408279
"NW_022145596.1",29,0.00556564951338941,-0.0152679007915469
"NW_022145596.1",30,-0.00773435746461053,-0.0169045329490664
"NW_022145596.1",31,0.00562940029771814,-0.00359940479497118
"NW_022145596.1",32,0.011438400761631,0.00854083313707049
"NW_022145596.1",33,0.0101077085307867,0.00376466878741539
"NW_022145596.1",34,0.00853029562574546,0.00376692473351557
"NW_022145596.1",35,-0.0336949137540698,-0.00727840170534328
"NW_022145596.1",36,0.00548666597188877,-0.0138643549599387
"NW_022145596.1",37,-0.0154085630026122,0.0634978021958999
"NW_022145596.1",38,0.00675324336670961,0.0679665567666052
"NW_022145596.1",39,0.0101590910723264,-0.0123687109646715
"NW_022145596.1",40,-0.00683408549858346,-0.00489930571737868
"NW_022145596.1",41,0.0115815665116736,-0.0130026735853675
"NW_022145596.1",42,0.00222003641049722,-0.0155362782042981
"NW_022145596.1",43,0.0110078197946808,0.00175243051976462
"NW_022145596.1",44,0.00396528430156719,-0.0141683765540934
"NW_022145596.1",45,0.00281083168307966,-0.014274162643713
"NW_022145596.1",46,0.00361706205260105,0.00993869443591035
"NW_022145596.1",47,0.0104235498020027,0.0280211309217294
"NW_022145596.1",48,0.00859359090823582,-0.00738624022011858
"NW_022145596.1",49,0.00870454936693794,-0.0133455270732205
"NW_022145596.1",50,0.0140697244666144,-0.00792796504705313
"NW_022145597.1",1,0.0117606178141037,0.00119687411098144
"NW_022145597.1",2,0.0121487847997128,-0.0146057905798657
"NW_022145597.1",3,-7.05652334321116e-05,0.00738186658362141
"NW_022145597.1",4,0.00653302133134334,-0.0216642150318083
"NW_022145597.1",5,0.00905320979157605,0.00534866893984259
"NW_022145597.1",6,0.00250764675589269,0.00956777382506063
"NW_022145597.1",7,0.00527385619338161,-0.00115122576395791
"NW_022145597.1",8,-0.00478656869431427,0.000638889866421576
"NW_022145597.1",9,0.00345746105873633,-0.0113800619513006
"NW_022145597.1",10,0.00652763820130756,-0.00152301831833212
"NW_022145597.1",11,0.00958833330179687,-0.0203665925733138
"NW_022145597.1",12,-0.0181289206852383,-0.00841337876375783
"NW_022145597.1",13,0.0103343815756032,0.0220509675102711
"NW_022145597.1",14,0.00654264568389444,-0.00845196165411297
"NW_022145597.1",15,0.00345731358237572,-0.0125127483421947
"NW_022145597.1",16,0.0124499670482605,-0.00912989293672742
"NW_022145597.1",17,-0.0134606785473952,-6.46946653165103e-06
"NW_022145597.1",18,-0.00422171686173425,-0.00793929224508736
"NW_022145597.1",19,0.000254087887363944,0.00598852953033608
"NW_022145597.1",20,0.010027338447183,0.0224508549891952
"NW_022145597.1",21,-0.0313166469355279,-0.00245645289153497
"NW_022145597.1",22,0.00155688308402868,-0.010471814201457
"NW_022145597.1",23,-0.0184703554371194,-0.00363939729738075
"NW_022145597.1",24,0.0121924397634517,-0.0117109693199898
"NW_022145597.1",25,0.0150756263293397,0.0715584596599265
"NW_022145597.1",26,0.0136349354187713,-0.00473306670785445
"NW_022145597.1",27,0.00195370781740459,-0.00463624060359059
"NW_022145597.1",28,-0.0132774489311491,-0.0174189233364273
"NW_022145597.1",29,0.00201399101050253,0.000879317605772268
"NW_022145597.1",30,0.0070652248266852,-0.0153204209758361
"NW_022145597.1",31,0.00894751598044172,0.0393769484877368
"NW_022145597.1",32,0.00536468759208626,0.00808626390401133
"NW_022145597.1",33,0.005524242635918,-0.00951195835000804
"NW_022145597.1",34,-0.0125522905249515,-0.0183867744787447
"NW_022145597.1",35,-0.00331280379569848,0.00271783375147393
"NW_022145597.1",36,-0.000959242344206127,-0.00890268518754769
"NW_022145597.1",37,0.00205925590791859,-0.0111060312224117
"NW_022145597.1",38,0.00942122057629061,-0.0132575892284121
"NW_022145597.1",39,-0.00480829626848342,-0.00624113292593681
"NW_022145597.1",40,0.00681587778071866,0.0172353513248903
"NW_022145597.1",41,-0.000999764654624146,-0.0127834642867532
"NW_022145598.1",1,-0.00830264389057017,-0.00858446048208495
"NW_022145598.1",2,-0.00503035091056908,0.00621493786660818
"NW_022145598.1",3,0.0113774227511935,0.00710363652781094
"NW_022145598.1",4,0.00821238832396819,-0.00950287191134346
"NW_022145598.1",5,0.0106603670734467,-0.0158095742952384
"NW_022145598.1",6,-0.00400218813547841,-0.0060388627139698
"NW_022145598.1",7,-0.0276817614062133,-0.0116583084443023
"NW_022145598.1",8,0.00579888357907949,0.00188126355809182
"NW_022145598.1",9,-0.00656527720939206,-0.00969867382367126
"NW_022145598.1",10,0.0119916465022587,0.0102492989372371
"NW_022145598.1",11,0.0051298319282543,-0.0084188571134887
"NW_022145598.1",12,-0.0148028722567638,0.0039126556418328
"NW_022145598.1",13,0.0088641568900068,-0.00713999127457084
"NW_022145598.1",14,0.00379394557463544,-0.0148650153545437
"NW_022145598.1",15,0.00904625427847607,0.00342509413409523
"NW_022145598.1",16,0.0125380046249513,0.00518175445366307
